id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan,jumlah_loker_per_provinsi
92,Jawa,Daerah Khusus Ibukota Jakarta,Front End Engineer,PT FinAccel Teknologi Indonesia,4,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",Inggris,jobstreet,TIDAK DICANTUMKAN,5985
93,Jawa,Jawa Barat,"Field Collection Patrol, Indramayu",OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
94,Jawa,Daerah Khusus Ibukota Jakarta,Ios Mobile Developer,PT Sinergi Bestama Indonesia,2,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, pendidikan, kacamata, bpjs kesehatan",Indonesia,jobstreet,S1,5985
95,Jawa,Daerah Khusus Ibukota Jakarta,Android Mobile Developer,PT Sinergi Bestama Indonesia,1,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, pendidikan, kacamata, bpjs kesehatan",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
96,Jawa,Jawa Barat,Field Collection Subang,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
97,Jawa,Jawa Tengah,Sales Executive,PT. Kawasan Industri Kendal,2,0 - 4 tahun,5,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,sabtu,bisnis,kemeja,"kesehatan, kacamata",Inggris,jobstreet,"PROFESI, D3",548
98,Jawa,Daerah Khusus Ibukota Jakarta,Account Executive,PT Quintal Edutama Solusindo,0,0 - 4 tahun,3,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"umum, makan",Indonesia,jobstreet,"PROFESI, D3, S1",5985
99,Sumatera,Jambi,Field Collection Muara Sabak,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",37
100,Sumatera,Sumatera Utara,Field Collection Rantau Prapat,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",225
101,Sumatera,Aceh,Field Collection Banda Aceh,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",21
102,Sumatera,Kepulauan Bangka Belitung,Field Collection Bangka,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",8
103,Jawa,Jawa Barat,Field Collection Garut,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
104,Sumatera,Bengkulu,Field Collection Bengkulu,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1",7
105,Jawa,Jawa Barat,Field Collection Jatibarang,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
106,Jawa,Daerah Khusus Ibukota Jakarta,Business Development Trainee Marketing Sales,"PT. Wisdra International - Grandvision, KPM PT. Prudential Life Assurance",1,0 - 4 tahun,3,Asuransi,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"umum, pendidikan, traveling, bonus",Indonesia,jobstreet,S1,5985
107,Sumatera,Jambi,Field Collection Jambi,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",37
108,Sumatera,Sumatera Barat,Field Collection Payakumbuh,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",17
109,Sumatera,Lampung,Field Collection Lampung,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1",43
110,Jawa,Jawa Barat,Field Collection Kuningan Jawa Barat,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
111,Jawa,Jawa Barat,Field Collection Majalengka,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
112,Sumatera,Jambi,Field Collection Muara Bungo,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",37
113,Jawa,Daerah Khusus Ibukota Jakarta,Sap Fico Consultant,PT Accenture,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,"PROFESI, S2",5985
114,Kalimantan,Kalimantan Timur,Teknisi Balikpapan,PT Enerren Technologies,1,0 - 4 tahun,14,Call Center/IT-Enabled Services/BPO,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"umum, kesehatan",Inggris,jobstreet,SMA,159
115,Jawa,Jawa Tengah,Programmer,Lidah Buaya Group,1,0 - 4 tahun,14,Umum & Grosir,501 - 1000 pekerja,senin - sabtu,formal,kemeja polos & dasi,"kesehatan, tidak tersedia","Indonesia, Inggris",jobstreet,"D3, S1",548
116,Jawa,Banten,Translator / Penerjemah,PT. Harvard Technology Indonesia,2,0 - 4 tahun,5,Manufaktur/Produksi,1- 50 pekerja,senin - jumat,bisnis,kemeja,"umum, bpjs kesehatan, lembur",Indonesia,jobstreet,"D3, S1",1219
117,Jawa,Jawa Timur,Marketing,PT Amtech,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,"D3, S1",1296
118,Jawa,Jawa Barat,Field Collection Sukabumi,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
119,Jawa,Jawa Barat,Field Collection Cirebon,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",1771
120,Jawa,Jawa Barat,Dosen Prodi Musik Gereja,Sekolah Tinggi Teologi Wesley Methodist Indonesia,2,0 - 4 tahun,tidak tersedia,Pendidikan,tidak spesifik,senin - jumat,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,S1,1771
121,Jawa,Daerah Khusus Ibukota Jakarta,It Android Developer,PT Rpay Finansial Digital Indonesia,1,0 - 4 tahun,1,Perbankan/Pelayanan Keuangan,1- 50 pekerja,senin - jumat,tidak spesifik,tidak spesifik,tidak tersedia,Inggris,jobstreet,S1,5985
122,Jawa,Daerah Khusus Ibukota Jakarta,Certified Clinical Specialist Hemodialysis,PT Surgika Alkesindo,2,0 - 4 tahun,14,Kesehatan/Medis,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
123,Jawa,Jawa Timur,Aesthetic Doctor,EUROMEDICA GROUP,2,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,PROFESI,1296
124,Sumatera,Sumatera Utara,Dokter Estetika,Dr Yenny Aesthetic Clinic,1,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,225
125,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,PT BIZGITAL INDONESIA JAYA,3,0 - 4 tahun,3,Lainnya,tidak spesifik,senin - jumat,kasual,kaos,"pendidikan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
126,Jawa,Jawa Timur,Software Developer,PT LAPRINT JAYA,1,0 - 4 tahun,12,Percetakan/Penerbitan,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,D3,1296
127,Jawa,Daerah Khusus Ibukota Jakarta,Software Engineer,PT Multipolar Technology Tbk,5,5 - 9 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,bisnis,kemeja,umum,Inggris,jobstreet,S1,5985
128,Jawa,Daerah Khusus Ibukota Jakarta,Java Backend,PT Insura Media Solusi (Jakarta),2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,D3,5985
129,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,PT Deptech Digital Indonesia,5,5 - 9 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
130,Jawa,Daerah Khusus Ibukota Jakarta,Sap Bw Consultant,PT Accenture,4,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,"PROFESI, S2",5985
131,Jawa,Daerah Khusus Ibukota Jakarta,Web Developer,PT Kamoro Maxima Integra,1,0 - 4 tahun,tidak tersedia,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Indonesia,jobstreet,"S1, PROFESI",5985
132,Jawa,Daerah Khusus Ibukota Jakarta,Frontend Engineer,PT Deptech Digital Indonesia,2,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
133,Jawa,Daerah Khusus Ibukota Jakarta,Backend Engineer,PT Deptech Digital Indonesia,2,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
134,Jawa,Daerah Khusus Ibukota Jakarta,Senior Salesman,PT Trimassive Indonesia,5,5 - 9 tahun,tidak tersedia,Umum & Grosir,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Inggris,jobstreet,D3,5985
135,Jawa,Jawa Tengah,Marketing Education Officer,PT Carisma Esa Cakti,1,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,548
136,Sulawesi,Sulawesi Selatan,Security Perumahan,PT Nusasembada Bangunindo,1,0 - 4 tahun,14,Properti/Real Estate,201 - 500 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum, pendidikan",Indonesia,jobstreet,TIDAK DICANTUMKAN,121
137,Jawa,Banten,Sales Marketing,PT Mustika Teknik Gemilang,3,0 - 4 tahun,14,Elektrikal & Elektronik,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,S1,1219
138,Jawa,Daerah Khusus Ibukota Jakarta,Trading Operation Staff,PT Global Pacific Trading Indonesia,1,0 - 4 tahun,9,Polymer/Plastik/Karet/Ban,1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,"D3, S1, S2, S3",5985
139,Sulawesi,Sulawesi Tenggara,Medical Representative,PT Meiji Indonesia,2,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Inggris,jobstreet,"D3, S1",20
140,Jawa,Daerah Khusus Ibukota Jakarta,Full Stack Developer,PT Megaxus Infotech,3,0 - 4 tahun,14,Hiburan/Media,51 - 200 pekerja,senin - jumat,kasual,kaos,umum,Inggris,jobstreet,S1,5985
141,Jawa,Daerah Khusus Ibukota Jakarta,Mobile Application Developer Manager,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
142,Jawa,Daerah Khusus Ibukota Jakarta,Python Developer,PT Mitra Infoparama,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",Indonesia,jobstreet,D3,5985
143,Jawa,Daerah Khusus Ibukota Jakarta,Software Engineering Manager,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
144,Jawa,Jawa Barat,S2 Arsitektur,PT Buana Desain Arsiplano,5,5 - 9 tahun,14,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - sabtu,bisnis,kemeja,umum,Indonesia,jobstreet,"S1, S2",1771
145,Jawa,Daerah Khusus Ibukota Jakarta,Supervisor Sales Nasional Advertising Material Mandarin Speaker,PT Wook Global Technology,3,0 - 4 tahun,14,Elektrikal & Elektronik,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"umum, makan, komunikasi, bonus, thr, bpjs kesehatan","Indonesia, Indonesia, Inggris, Inggris",jobstreet,TIDAK DICANTUMKAN,5985
146,Jawa,Daerah Khusus Ibukota Jakarta,Software Developer,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
147,Sumatera,Lampung,Field Collection Bandar Jaya,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",Indonesia,jobstreet,"D3, S1, SMA",43
148,Papua,Papua,Sales And Marketing Staff,mutiara group,1,0 - 4 tahun,5,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,16
149,Jawa,Jawa Tengah,Staff Procurement & Exim,PT Patigeni Mitra Sejati,3,0 - 4 tahun,14,Pelayanan Perbaikan & Pemeliharaan,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,548
150,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,PT Megaxus Infotech,4,0 - 4 tahun,14,Hiburan/Media,51 - 200 pekerja,senin - jumat,kasual,kaos,umum,Inggris,jobstreet,"D3, S1",5985
151,Kalimantan,Kalimantan Utara,Teknisi Elektromedik Tarakan,PT. Sumber Rejeki Medika Jaya,2,0 - 4 tahun,5,Kesehatan/Medis,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,"D3, S1",22
152,Jawa,Daerah Khusus Ibukota Jakarta,Mobile Developer,PT Avows Technologies,2,0 - 4 tahun,13,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Inggris,jobstreet,S1,5985
153,Jawa,Daerah Khusus Ibukota Jakarta,Ui Ux Designer,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
154,Jawa,Daerah Khusus Ibukota Jakarta,Game Designer Or Producer,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
155,Sumatera,Lampung,Program Magang It Mobile Developer,PT Great Giant Pineapple,1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum",Indonesia,jobstreet,S1,43
156,Jawa,Daerah Khusus Ibukota Jakarta,Back End Developer,PT Cranium Royal Aditama,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,5985
157,Jawa,Daerah Khusus Ibukota Jakarta,Application Architect,PT Avows Technologies,5,5 - 9 tahun,13,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Inggris,jobstreet,TIDAK DICANTUMKAN,5985
158,Jawa,Daerah Khusus Ibukota Jakarta,Training & People Development,PT Putra Bangun Bersama,5,5 - 9 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","Indonesia, Inggris",jobstreet,S1,5985
159,Sumatera,Sumatera Utara,Aesthetic Doctor,EUROMEDICA GROUP,2,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,PROFESI,225
160,Jawa,Daerah Khusus Ibukota Jakarta,Speech Or Natural Language Researcher,GFI System,2,0 - 4 tahun,2,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,umum,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
161,Jawa,Daerah Khusus Ibukota Jakarta,Software Engineer,PT iZeno Teknologi Indonesia,3,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Inggris,jobstreet,TIDAK DICANTUMKAN,5985
162,Jawa,Daerah Khusus Ibukota Jakarta,Game Design Director,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
163,Jawa,Jawa Tengah,Apoteker Penanggung Jawab Industri Kosmetik,CV. Zweena Adi Nugraha,1,0 - 4 tahun,4,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,kasual,kaos,kesehatan,Indonesia,jobstreet,S1,548
164,Jawa,Daerah Khusus Ibukota Jakarta,Flutter With Google Language Developer,PT IDE DUA SEN (IDDS),4,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,"D3, S1, S2, S3",5985
165,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
166,Jawa,Banten,Senior Network Engineer,PT Visionet Data Internasional,5,5 - 9 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,S1,1219
167,Jawa,Daerah Khusus Ibukota Jakarta,Sap Basis Consultant,PT Accenture,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,PROFESI,5985
168,Jawa,Daerah Khusus Ibukota Jakarta,Sap Abap Consultant,PT Accenture,3,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,fleksibel,bisnis,kemeja,kesehatan,"Indonesia, Inggris",jobstreet,"PROFESI, S1",5985
169,Jawa,Jawa Timur,Staf Editor 3D Animator Atau Creative Support,PT Imperium Happy Puppy,2,0 - 4 tahun,11,Hiburan/Media,51 - 200 pekerja,senin - sabtu,formal,kemeja polos & dasi,tidak tersedia,Indonesia,jobstreet,"D3, S1",1296
170,Jawa,Daerah Khusus Ibukota Jakarta,Magento Application Developer,PT. Soho Industri Pharmasi,3,0 - 4 tahun,14,Kesehatan/Medis,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,5985
171,Jawa,Banten,Backend Developer,PT GLOBAL LOYALTY INDONESIA,1,0 - 4 tahun,1,Retail/Merchandise,51 - 200 pekerja,senin - jumat,kasual,kaos,bpjs kesehatan,Indonesia,jobstreet,"S1, PROFESI",1219
172,Sulawesi,Sulawesi Utara,Sales,PT Multi Mayaka,0,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,42
173,Sulawesi,Sulawesi Utara,Sales,PT Multi Mayaka,1,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,42
174,Maluku,Maluku Utara,Mandarin Translator,PT Halmahera Persada Lygend,1,0 - 4 tahun,14,Pertambangan,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",Indonesia,jobstreet,D3,14
175,Jawa,Daerah Khusus Ibukota Jakarta,Sales Executive,CV. Anugerah Jaya Abadi,2,0 - 4 tahun,14,Retail/Merchandise,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
176,Jawa,Jawa Timur,Android Developer,Geniebook,2,0 - 4 tahun,8,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,tidak spesifik,"kasual, seragam","kaos, seragam kantor/lapangan","kesehatan, umum, bonus, transportasi, pendidikan",Inggris,jobstreet,"S1, D3, PROFESI, S3",1296
177,Jawa,Daerah Khusus Ibukota Jakarta,Kasir & Kitchen Crew,PT Berkat Jaya Damai,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
178,Jawa,Jawa Timur,Administrasi Logistik,"PT Wicaksana Overseas International, Tbk.",2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1296
179,Jawa,Jawa Timur,Supervisor Warehouse,"PT Wicaksana Overseas International, Tbk.",3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1296
180,Jawa,Daerah Khusus Ibukota Jakarta,Waiter,CV OMG Sukses Betul,1,0 - 4 tahun,1,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,kasual,kaos,"lembur, makan",Indonesia,jobstreet,SMA,5985
181,Sulawesi,Sulawesi Tengah,Logistic Staf,PT Bangunbersama Indonesia Gemilang,5,5 - 9 tahun,11,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,"D3, S1",40
182,Jawa,Daerah Khusus Ibukota Jakarta,Accounting Manager,PT JAC Indonesia,3,0 - 4 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
183,Jawa,Daerah Khusus Ibukota Jakarta,Financial Planning And Analysis Manager,PT JAC Indonesia (Recruitment Firm),4,0 - 4 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
184,Jawa,Jawa Timur,Warehouse Superintendent,PT Matahari Putra Makmur,5,5 - 9 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1296
185,Jawa,Daerah Khusus Ibukota Jakarta,Pembantu Perekrutan Dan Pelatihan,PT Mitra Karya Texindo,3,0 - 4 tahun,14,Tekstil/Garment,51 - 200 pekerja,tidak spesifik,bisnis,kemeja,tidak tersedia,Tidak Dicantumkan,jobstreet,"D3, S1",5985
186,Nusa Tenggara,Bali,Accounting,Animalis Bali,2,0 - 4 tahun,tidak tersedia,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,214
187,Sulawesi,Sulawesi Utara,Sales Consultant Ef English First Manado,PT. Edukasi Mandiri Pratama,1,0 - 4 tahun,14,Pendidikan,1- 50 pekerja,sabtu,bisnis,kemeja,"umum, tidak tersedia, kesehatan, lembur, bonus",Inggris,jobstreet,PROFESI,42
188,Sulawesi,Sulawesi Selatan,Restaurant Manager,CV Karya Tri Tunggal,3,0 - 4 tahun,tidak tersedia,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - minggu,kasual,kaos,"tidak tersedia, pajak, bonus, kesehatan, pendidikan","Indonesia, Inggris",jobstreet,D3,121
189,Sumatera,Sumatera Utara,Logistic Officer,PT Arta Boga Cemerlang,1,0 - 4 tahun,6,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",Indonesia,jobstreet,S1,225
190,Jawa,Daerah Khusus Ibukota Jakarta,Finance Assistant Manager,PT. LUNA BOGA NARAYAN,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
